author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ИНФИНИТИ;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306555126/;Одинцово;sale;flat;2;8;1;33.6;5700000;;Баковская ;2;Одинцово;
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/301311054/;Одинцово;sale;flat;2;20;1;46.99;;;;;Одинцово;Одинбург ЖК
Homeapp;real_estate_agent;https://odintsovo.cian.ru/sale/flat/303639011/;Одинцово;sale;flat;22;25;2;52.1;12700000;; Сколковская;1А;Сколково;Сколковский
Landis;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307712752/;Одинцово;sale;flat;21;25;1;34.7;8800000;; Сколковская;5А;Сколково;Сколковский
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/305702304/;Одинцово;sale;flat;14;24;3;64.2;15918874;;;;Одинцово;Одинбург
Homeapp;real_estate_agent;https://odintsovo.cian.ru/sale/flat/303129257/;Одинцово;sale;flat;2;25;2;49.0;13400000;; Каштановая;8;Внуково;Одинцово-1
АЯКС;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306301457/;Одинцово;sale;flat;21;24;2;50.79;8900000;;Западная ;10с4;Одинцово;Одинград. Семейный квартал
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/295887793/;Одинцово;sale;flat;3;16;1;29.23;;;;;Одинцово;Одинбург ЖК
ID 22653;real_estate_agent;https://odintsovo.cian.ru/sale/flat/303847215/;Одинцово;sale;flat;8;17;2;69.1;14500000;; Маковского;12;Одинцово;
АЯКС;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306301461/;Одинцово;sale;flat;14;24;2;53.8;9100000;;Западная ;10;Одинцово;Одинград. Семейный квартал
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/301789496/;Одинцово;sale;flat;6;24;3;90.87;21115008;;;;Одинцово;Одинбург ЖК
Место;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306563768/;Одинцово;sale;flat;7;12;3;64.1;11200000;; Маковского;10;Одинцово;
Манхэттен эстейт;real_estate_agent;https://odintsovo.cian.ru/sale/flat/300155988/;Одинцово;sale;flat;21;24;1;41.7;9700000;; Маковского;28;Одинцово;Союзный
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/305802824/;Одинцово;sale;flat;7;24;2;56.33;;;;;Одинцово;Одинбург
Этажи Москва;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305911343/;Одинцово;sale;flat;5;25;2;63.8;13900000;; Сколковская;1В;Сколково;Сколковский
Этажи Москва;real_estate_agent;https://odintsovo.cian.ru/sale/flat/303118570/;Одинцово;sale;flat;20;25;3;72.91;14500000;;;5;Одинцово;Одинград квартал Семейный ЖК
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/293937956/;Одинцово;sale;flat;18;20;2;81.48;;;;;Одинцово;Одинбург ЖК
Этажи Москва;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308205468/;Одинцово;sale;flat;2;15;3;66.8;22460000;; Маршала Бирюзова;13;Одинцово;Одинград
ID 89094968;unknown;https://odintsovo.cian.ru/sale/flat/307744499/;Одинцово;sale;flat;7;25;1;30.7;5700000;;;3;Одинцово;Одинград. Семейный квартал
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/304990147/;Одинцово;sale;flat;17;17;2;35.48;7184700;;;;Мичуринец;Каштановая Роща ЖК
Екатерина Калмыкова;realtor;https://odintsovo.cian.ru/sale/flat/302829398/;Одинцово;sale;flat;12;26;3;86.1;18700000;;Северная ;9;Одинцово;Одинбург
ID 91770809;homeowner;https://odintsovo.cian.ru/sale/flat/308794816/;Одинцово;sale;flat;4;5;1;29.8;5750000;;Можайское шоссе;23;Одинцово;
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/304990286/;Одинцово;sale;flat;8;17;1;22.77;5407875;;;;Мичуринец;Каштановая Роща ЖК
Bellmarc;real_estate_agent;https://odintsovo.cian.ru/sale/flat/303493679/;Одинцово;sale;flat;5;5;2;44.8;6500000;;Можайское шоссе;21;Одинцово;
Самолет Плюс Москва ЦАО;real_estate_agent;https://odintsovo.cian.ru/sale/flat/301908161/;Одинцово;sale;flat;20;25;1;32.3;6500000;;;к1.17;Внуково;Одинцово-1
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/304990372/;Одинцово;sale;flat;12;17;3;44.02;8870030;;;;Мичуринец;Каштановая Роща ЖК
МИЦ-Столичный ипотечный центр недвижимости;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306981913/;Одинцово;sale;flat;7;14;2;52.5;9000000;;Северная ;24;Одинцово;
Этажи Москва;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308493608/;Одинцово;sale;flat;18;24;1;44.4;7800000;; Кутузовская;7;Сколково;
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/304989977/;Одинцово;sale;flat;5;17;1;32.8;7084800;;;;Мичуринец;Каштановая Роща ЖК
Бест офис на Таганской;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308951500/;Одинцово;sale;flat;22;24;2;54.0;9190000;;Северная ;36;Одинцово;Единый Стандарт
Ника Кашкан;realtor;https://odintsovo.cian.ru/sale/flat/306611635/;Одинцово;sale;flat;1;12;2;50.0;7300000;;Можайское шоссе;134;Баковка;
Вектор;developer;https://odintsovo.cian.ru/sale/flat/308015987/;Одинцово;sale;flat;12;19;1;45.6;11145000;;;;Одинцово;Союзный ЖК
ЖСС Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308604620/;Одинцово;sale;flat;2;16;3;65.0;9600000;;Союзная ;30;Одинцово;
Вектор;developer;https://odintsovo.cian.ru/sale/flat/305609581/;Одинцово;sale;flat;16;19;2;61.7;14544000;;;;Одинцово;Союзный ЖК
ID 84945779;unknown;https://odintsovo.cian.ru/sale/flat/306924957/;Одинцово;sale;flat;11;17;3;61.0;10800000;; Кутузовская;9;Сколково;
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/304990169/;Одинцово;sale;flat;3;17;2;34.37;6959925;;;;Мичуринец;Каштановая Роща ЖК
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/304990347/;Одинцово;sale;flat;11;17;2;37.2;7533000;;;;Мичуринец;Каштановая Роща ЖК
ID 53311982;homeowner;https://odintsovo.cian.ru/sale/flat/308883571/;Одинцово;sale;flat;1;7;1;51.0;14500000;;Можайское шоссе;122;Баковка;Да Винчи
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/308690102/;Одинцово;sale;flat;5;17;3;58.69;11855380;;;;Мичуринец;Каштановая Роща ЖК
Самолет Плюс;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308284951/;Одинцово;sale;flat;11;22;2;53.4;9600000;; Белорусская;10;Одинцово;Одинцовский Парк
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/308689755/;Одинцово;sale;flat;13;17;1;29.81;6438960;;;;Мичуринец;Каштановая Роща ЖК
ID 59109238;unknown;https://odintsovo.cian.ru/sale/flat/306828238/;Одинцово;sale;flat;2;23;1;41.2;7850000;; Чистяковой;2;Сколково;
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/304990425/;Одинцово;sale;flat;13;17;3;67.54;13575540;;;;Мичуринец;Каштановая Роща ЖК
Ольга Богатырева;realtor;https://odintsovo.cian.ru/sale/flat/307093207/;Одинцово;sale;flat;7;17;1;42.0;7300000;; Кутузовская;4;Сколково;
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/304990424/;Одинцово;sale;flat;13;17;1;35.12;7585920;;;;Мичуринец;Каштановая Роща ЖК
Евгений Горновой;realtor;https://odintsovo.cian.ru/sale/flat/308589432/;Одинцово;sale;flat;3;14;2;37.5;7100000;;Северная ;14;Одинцово;
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/308689830/;Одинцово;sale;flat;2;17;2;46.64;9444600;;;;Мичуринец;Каштановая Роща ЖК
ХОРЕКА ИНВЕСТ;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308309159/;Одинцово;sale;flat;3;17;-1;22.58;5120918;; Чистяковой;8с2;Сколково;Гостиничный комплекс Аметист
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/306839088/;Одинцово;sale;flat;15;17;2;35.53;7194825;;;;Мичуринец;Каштановая Роща ЖК
ID 118651243;homeowner;https://odintsovo.cian.ru/sale/flat/304230689/;Одинцово;sale;flat;22;22;2;55.6;8599000;; Чистяковой;67;Сколково;Новая Трехгорка
Виктория Ринейская;realtor;https://odintsovo.cian.ru/sale/flat/303462602/;Одинцово;sale;flat;10;12;1;35.5;7200000;;Сосновая ;12;Одинцово;
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/306532981/;Одинцово;sale;flat;22;24;2;52.08;11966562;;;10;Одинцово;Одинград. Семейный квартал
Изумрудный город;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307642199/;Одинцово;sale;flat;3;5;1;30.5;6000000;;Можайское шоссе;92;Баковка;
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/308689695/;Одинцово;sale;flat;11;17;1;22.06;5239250;;;;Мичуринец;Каштановая Роща ЖК
ID 187614;unknown;https://odintsovo.cian.ru/sale/flat/301978131/;Одинцово;sale;flat;21;25;2;60.0;12100000;; Сколковская;1Г;Сколково;Сколковский
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/304990138/;Одинцово;sale;flat;16;17;2;43.0;8750500;;;;Мичуринец;Каштановая Роща ЖК
ИНКОМ-Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308895107/;Одинцово;sale;flat;10;25;1;23.5;5700000;; Рябиновая;3;Внуково;Одинцово-1
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/308823784/;Одинцово;sale;flat;8;24;1;35.76;8824938;;;5;Одинцово;Одинград квартал Семейный ЖК
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/304990177/;Одинцово;sale;flat;3;17;3;45.52;9172280;;;;Мичуринец;Каштановая Роща ЖК
АБ Риэлти;real_estate_agent;https://odintsovo.cian.ru/sale/flat/304394134/;Одинцово;sale;flat;24;27;3;78.5;14450000;; Верхне-Пролетарская;7;Одинцово;
ID 118541893;homeowner;https://odintsovo.cian.ru/sale/flat/308623323/;Одинцово;sale;flat;11;25;1;35.4;8500000;; Сколковская;5А;Сколково;Сколковский
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/308823795/;Одинцово;sale;flat;4;24;1;35.76;9692102;;;6;Одинцово;Одинград квартал Семейный ЖК
Самолет Плюс Москва ЦАО;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307546661/;Одинцово;sale;flat;6;24;2;72.0;17890000;;Можайское шоссе;100А;Баковка;Кварта
Татьяна Гузенко;realtor;https://odintsovo.cian.ru/sale/flat/308783439/;Одинцово;sale;flat;5;26;2;42.0;9500000;;Северная ;13;Одинцово;Одинбург
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/304990141/;Одинцово;sale;flat;16;17;3;66.0;13266000;;;;Мичуринец;Каштановая Роща ЖК
EuroDoma;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307141082/;Одинцово;sale;flat;22;25;1;38.0;7999000;; Рябиновая;3;Внуково;Одинцово-1
Дипломат;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306128498/;Одинцово;sale;flat;4;12;1;35.0;6800000;;Новоспортивная ;20к2;Одинцово;
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/304151466/;Одинцово;sale;flat;20;24;1;23.6;6363937;;;5;Одинцово;Одинград квартал Семейный ЖК
Марина Постникова;realtor;https://odintsovo.cian.ru/sale/flat/308734977/;Одинцово;sale;flat;22;23;1;43.5;8500000;; Чистяковой;18;Сколково;
Юлия Рудь;realtor;https://odintsovo.cian.ru/sale/flat/302398827/;Одинцово;sale;flat;17;26;1;21.9;5700000;; Каштановая;11;Внуково;Одинцово-1
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/308689920/;Одинцово;sale;flat;12;17;2;38.2;7735500;;;;Мичуринец;Каштановая Роща ЖК
ID 36509823;unknown;https://odintsovo.cian.ru/sale/flat/308063512/;Одинцово;sale;flat;2;9;2;45.0;9400000;;Можайское шоссе;43;Одинцово;
ОГРК;real_estate_agent;https://odintsovo.cian.ru/sale/flat/304881700/;Одинцово;sale;flat;14;22;2;48.5;8400000;; Белорусская;6;Одинцово;Одинцовский Парк
Сергей Махинев;realtor;https://odintsovo.cian.ru/sale/flat/305694949/;Одинцово;sale;flat;6;12;2;37.0;7150000;;Вокзальная ;13;Одинцово;
Вектор;developer;https://odintsovo.cian.ru/sale/flat/305609495/;Одинцово;sale;flat;3;19;1;47.0;9748000;;;;Одинцово;Союзный ЖК
ПРЕМЬЕР КОНСАЛТ;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307831381/;Одинцово;sale;flat;4;5;3;54.4;8300000;;Можайское шоссе;80;Одинцово;
Монолит Столица;real_estate_agent;https://odintsovo.cian.ru/sale/flat/298375292/;Одинцово;sale;flat;14;17;1;46.6;6990000;; Маршала Жукова;36;Одинцово;
ПИК;developer;https://odintsovo.cian.ru/sale/flat/305237166/;Одинцово;sale;flat;15;25;1;32.4;7725844;;;1.26.2;Внуково;Одинцово-1
ID 13823096;realtor;https://odintsovo.cian.ru/sale/flat/308628351/;Одинцово;sale;flat;10;16;1;34.8;8200000;;Комсомольская ;9;Одинцово;
Светлана Сапронова;realtor;https://odintsovo.cian.ru/sale/flat/308710977/;Одинцово;sale;flat;13;25;1;44.0;7700000;;Вокзальная ;31А;Одинцово;Сердце Одинцово
ПИК;developer;https://odintsovo.cian.ru/sale/flat/303967682/;Одинцово;sale;flat;19;25;3;79.8;15755632;;;1.26.2;Внуково;Одинцово-1
do A.S.A.P.;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307688366/;Одинцово;sale;flat;21;26;2;50.5;9950000;; Ракетчиков;6;Внуково;Одинцово-1
Самолет Плюс;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305678936/;Одинцово;sale;flat;2;14;1;35.2;6490000;; Маршала Бирюзова;30Б;Одинцово;
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/304073841/;Одинцово;sale;flat;17;24;2;41.55;10018127;;;10;Одинцово;Одинград. Семейный квартал
ЗелАН;real_estate_agent;https://odintsovo.cian.ru/sale/flat/302630905/;Одинцово;sale;flat;2;5;2;45.0;7900000;;Молодежная ;30;Одинцово;
Анна Пытина;realtor;https://odintsovo.cian.ru/sale/flat/308572523/;Одинцово;sale;flat;7;17;3;76.1;18700000;; Говорова;30;Баковка;
ПИК;developer;https://odintsovo.cian.ru/sale/flat/308817416/;Одинцово;sale;flat;5;16;1;42.9;7943492;;;1.26.1;Внуково;Одинцово-1
do A.S.A.P.;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308213114/;Одинцово;sale;flat;17;22;1;35.0;8560000;; Сколковская;3Б;Сколково;Сколковский
Виктория Манаконова;realtor;https://odintsovo.cian.ru/sale/flat/308296461/;Одинцово;sale;flat;5;17;1;42.3;7450000;; Кутузовская;4;Сколково;
ПИК;developer;https://odintsovo.cian.ru/sale/flat/305237137/;Одинцово;sale;flat;11;22;1;33.3;7002090;;;к1.27.2;Внуково;Одинцово-1
WHITE BROKER;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308421909/;Одинцово;sale;flat;13;19;1;48.5;10900000;;Можайское шоссе;112а;Баковка;
НДВ;real_estate_agent;https://odintsovo.cian.ru/sale/flat/304301761/;Одинцово;sale;flat;3;16;1;35.0;7200000;;Комсомольская ;7;Одинцово;
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/304073996/;Одинцово;sale;flat;22;24;5;113.74;24381859;;;6;Одинцово;Одинград квартал Семейный ЖК
Манхэттен эстейт;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305119218/;Одинцово;sale;flat;9;9;2;47.4;7750000;;Любы Новоселовой бульвар;3к1;Одинцово;
KUNTSEVO;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306805021/;Одинцово;sale;flat;10;15;2;64.0;10100000;; Триумфальная;2;Одинцово;Гусарская баллада
АльфаСтройИнвест;developer;https://odintsovo.cian.ru/sale/flat/308702947/;Одинцово;sale;flat;10;17;3;68.15;13698150;;;1.3;Одинцово;Каштановая Роща ЖК
ID 14574035;unknown;https://odintsovo.cian.ru/sale/flat/308010378/;Одинцово;sale;flat;20;25;2;41.7;12000000;;Северная ;5к2;Одинцово;Одинбург
Ирина Довгань;realtor;https://odintsovo.cian.ru/sale/flat/295694880/;Одинцово;sale;flat;19;25;1;24.0;6750000;; Сколковская;3В;Сколково;Сколковский
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/301789478/;Одинцово;sale;flat;5;24;1;39.05;;;;;Одинцово;Одинбург ЖК
Slava Realty;real_estate_agent;https://odintsovo.cian.ru/sale/flat/294997930/;Одинцово;sale;flat;11;25;1;40.0;8150000;; Чистяковой;8;Сколково;
Манхэттен эстейт;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308552399/;Одинцово;sale;flat;4;25;1;23.4;6300000;; Рябиновая;3к1;Внуково;Одинцово-1
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/301789514/;Одинцово;sale;flat;9;24;1;37.26;;;;;Одинцово;Одинбург
ID 95976486;homeowner;https://odintsovo.cian.ru/sale/flat/307386197/;Одинцово;sale;flat;7;25;4;84.1;19500000;; Сколковская;5А;Сколково;Сколковский
Delta estate;real_estate_agent;https://odintsovo.cian.ru/sale/flat/302505209/;Одинцово;sale;flat;3;16;1;26.0;5420488;; Сколковская;1А;Сколково;Сколковский
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/298350893/;Одинцово;sale;flat;17;22;1;36.68;;;;;Одинцово;Одинбург ЖК
ID 68153703;homeowner;https://odintsovo.cian.ru/sale/flat/302012054/;Одинцово;sale;flat;6;12;2;47.6;9500000;;Можайское шоссе;46;Одинцово;
Анна Макаренкова;realtor;https://odintsovo.cian.ru/sale/flat/305771794/;Одинцово;sale;flat;18;24;1;43.5;8500000;; Маковского;16;Одинцово;
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/304073959/;Одинцово;sale;flat;12;24;2;37.67;9501431;;;5;Одинцово;Одинград квартал Семейный ЖК
Елена Кожурова;realtor;https://odintsovo.cian.ru/sale/flat/304990782/;Одинцово;sale;flat;12;28;3;75.4;25000000;;Можайское шоссе;122;Баковка;Да Винчи
ID 70823213;realtor;https://odintsovo.cian.ru/sale/flat/308708644/;Одинцово;sale;flat;2;5;2;41.4;8550000;;Можайское шоссе;15;Одинцово;
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/304074048/;Одинцово;sale;flat;13;25;1;23.7;6369626;;;2;Баковка;Одинград. Семейный квартал
Victory estate;real_estate_agent;https://odintsovo.cian.ru/sale/flat/299811239/;Одинцово;sale;flat;7;9;2;51.0;8400000;;Можайское шоссе;52;Одинцово;
ОКЕАН НЕДВИЖИМОСТИ;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308421231/;Одинцово;sale;flat;18;23;1;40.0;8690000;; Маковского;26;Одинцово;Союзный
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/308823763/;Одинцово;sale;flat;17;24;1;26.15;7073253;;;10;Одинцово;Одинград. Семейный квартал
WestHills;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308418720/;Одинцово;sale;flat;12;12;3;63.0;9000000;;Можайское шоссе;46;Одинцово;
Ирада Кадиева;realtor;https://odintsovo.cian.ru/sale/flat/308855622/;Одинцово;sale;flat;8;12;2;45.9;8900000;;Можайское шоссе;136;Баковка;
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/308823755/;Одинцово;sale;flat;5;24;2;42.63;10238344;;;10;Одинцово;Одинград. Семейный квартал
Анастасия Грунова;realtor;https://odintsovo.cian.ru/sale/flat/308905478/;Одинцово;sale;flat;9;20;2;55.6;12900000;; Чистяковой;67;Сколково;
Манхэттен эстейт;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308158357/;Одинцово;sale;flat;7;9;2;39.9;9000000;;Вокзальная ;1;Одинцово;
ПИК;developer;https://odintsovo.cian.ru/sale/flat/303967433/;Одинцово;sale;flat;16;16;1;21.8;5652391;;;;Внуково;Одинцово-1
Елена Мордвинова;realtor;https://odintsovo.cian.ru/sale/flat/308936247/;Одинцово;sale;flat;18;24;1;38.8;7700000;; Чистяковой;67;Сколково;
Риэлти-Город;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307854663/;Одинцово;sale;flat;3;19;1;46.0;9200000;;Сосновая ;10;Одинцово;
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/307028979/;Одинцово;sale;flat;19;24;2;47.74;13075142;;;6;Одинцово;Одинград квартал Семейный ЖК
ГОРОБМЕН;real_estate_agent;https://odintsovo.cian.ru/sale/flat/298419128/;Одинцово;sale;flat;4;9;3;62.6;11999999;;Комсомольская ;16к3;Одинцово;
SENATOR;real_estate_agent;https://odintsovo.cian.ru/sale/flat/298703559/;Одинцово;sale;flat;3;5;3;50.4;8000000;;Солнечная ;11;Одинцово;
Самолет плюс;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306351618/;Одинцово;sale;flat;2;20;2;53.1;9700000;; Белорусская;10;Одинцово;Одинцовский Парк
Перовское;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307365543/;Одинцово;sale;flat;1;5;3;55.5;7000000;; Маршала Бирюзова;6;Одинцово;
Вектор;developer;https://odintsovo.cian.ru/sale/flat/305609491/;Одинцово;sale;flat;2;19;3;124.0;19971000;;;;Одинцово;Союзный ЖК
Владис;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307850613/;Одинцово;sale;flat;5;5;1;31.2;6150000;;Молодежная ;26;Одинцово;
ГОРОДА;real_estate_agent;https://odintsovo.cian.ru/sale/flat/303487262/;Одинцово;sale;flat;10;15;2;38.4;8300000;; Каштановая;4;Внуково;Одинцово-1
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/304074059/;Одинцово;sale;flat;24;25;2;44.8;11008779;;;2;Баковка;Одинград. Семейный квартал
ГОРОДА;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305508339/;Одинцово;sale;flat;22;22;2;55.6;8249000;; Чистяковой;67;Сколково;
Чеховский Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/304823731/;Одинцово;sale;flat;14;17;1;41.7;7300000;; Триумфальная;5;Одинцово;Гусарская баллада
Вектор;developer;https://odintsovo.cian.ru/sale/flat/305609517/;Одинцово;sale;flat;8;19;1;38.1;8784000;;;;Одинцово;Союзный ЖК
ГОРОДА;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308417567/;Одинцово;sale;flat;12;22;2;100.1;25700000;;бульвар Маршала Крылова;25а;Баковка;Первый
Ирина Суркова;realtor;https://odintsovo.cian.ru/sale/flat/307740731/;Одинцово;sale;flat;9;14;2;45.0;6990000;;Северная ;30;Одинцово;
