author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/304073860/;Одинцово;sale;flat;24;24;2;53.8;13573426;;;10;Одинцово;Одинград. Семейный квартал
ГОРОДА;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308692475/;Одинцово;sale;flat;4;22;1;30.5;6500000;; Белорусская;11;Одинцово;Одинцовский Парк
ID 19660240;homeowner;https://odintsovo.cian.ru/sale/flat/195382917/;Одинцово;sale;flat;6;17;2;63.7;12100000;; Триумфальная;4;Одинцово;Гусарская баллада
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/301789471/;Одинцово;sale;flat;9;22;1;25.38;7757524;;;;Одинцово;Одинбург ЖК
ГОРОДА;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308008244/;Одинцово;sale;flat;7;25;2;58.0;11099999;; Маковского;28;Одинцово;Союзный
Галина Ипатова;realtor;https://odintsovo.cian.ru/sale/flat/307866664/;Одинцово;sale;flat;12;12;1;53.1;9900000;; Триумфальная;5Б;Одинцово;Гусарская баллада
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/305804831/;Одинцово;sale;flat;5;24;1;29.97;7487764;;;10;Одинцово;Одинград. Семейный квартал
ГОРОДА;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308419667/;Одинцово;sale;flat;12;17;1;46.0;12500000;; Сколковская;7Б;Сколково;Сколковский
ID 15351913;unknown;https://odintsovo.cian.ru/sale/flat/305420814/;Одинцово;sale;flat;6;25;1;41.5;9300000;; Чистяковой;8;Сколково;
ПИК;developer;https://odintsovo.cian.ru/sale/flat/306686569/;Одинцово;sale;flat;13;16;1;33.3;6847245;;;;Внуково;Одинцово-1
ГОРОДА;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305623043/;Одинцово;sale;flat;22;22;1;36.5;8500000;; Сколковская;3Б;Сколково;Сколковский
EuroDoma;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305973063/;Одинцово;sale;flat;4;5;2;47.0;7850000;; Маршала Жукова;45;Одинцово;
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/305804842/;Одинцово;sale;flat;4;24;1;23.6;6944290;;;6;Одинцово;Одинград квартал Семейный ЖК
ГОРОДА;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308537798/;Одинцово;sale;flat;12;17;3;79.2;16000000;; Маковского;12;Одинцово;
Самолет плюс Одинцово;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305785462/;Одинцово;sale;flat;14;14;1;40.0;7690000;;Северная ;12;Одинцово;
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/304074019/;Одинцово;sale;flat;24;24;2;60.93;16040799;;;4;Одинцово;Одинград. Семейный квартал
ГОРОДА;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306380102/;Одинцово;sale;flat;4;9;3;57.4;11400000;;Вокзальная ;3;Одинцово;
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/308938598/;Одинцово;sale;flat;22;24;1;34.31;9823144;;;;Одинцово;Одинбург
Айгуб Гаджиев;realtor;https://odintsovo.cian.ru/sale/flat/307810363/;Одинцово;sale;flat;6;25;1;19.3;5000000;;;9;Одинцово;Одинград. Семейный квартал
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/308938305/;Одинцово;sale;flat;18;24;1;48.03;;;;;Одинцово;Одинбург ЖК
Этажи Москва;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308561206/;Одинцово;sale;flat;16;25;1;20.3;5250000;;;1;Одинцово;
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/308938157/;Одинцово;sale;flat;14;20;1;37.85;;;;;Одинцово;Одинбург ЖК
Наталья Юркенас;realtor;https://odintsovo.cian.ru/sale/flat/284605449/;Одинцово;sale;flat;21;25;1;26.0;5400000;;;8;Одинцово;
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/308938221/;Одинцово;sale;flat;21;24;1;43.07;;;;;Одинцово;Одинбург ЖК
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/308938322/;Одинцово;sale;flat;14;16;2;70.41;18216475;;;;Одинцово;Одинбург ЖК
Кремлёвские Ключи;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307541784/;Одинцово;sale;flat;3;24;1;23.6;5500000;;Западная ;6;Одинцово;Одинград. Семейный квартал
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/308938193/;Одинцово;sale;flat;16;22;1;39.66;;;;;Одинцово;Одинбург ЖК
Анна Кислюк;realtor;https://odintsovo.cian.ru/sale/flat/303806308/;Одинцово;sale;flat;20;25;1;20.2;5500000;путь до Москвы займет всего 10 минут;можно проехать по Можайскому шоссе;1;Одинцово;
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/308938315/;Одинцово;sale;flat;21;22;2;59.33;;;;;Одинцово;Одинбург ЖК
Комета Эстейт;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308639575/;Одинцово;sale;flat;2;24;1;29.8;5500000;;Северная ;5к2;Одинцово;Одинбург
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/308938673/;Одинцово;sale;flat;2;24;3;58.02;13414804;;;;Одинцово;Одинбург
ПИК;developer;https://odintsovo.cian.ru/sale/flat/303967586/;Одинцово;sale;flat;16;16;1;43.6;8348833;;;;Внуково;Одинцово-1
ПИК;developer;https://odintsovo.cian.ru/sale/flat/308194793/;Одинцово;sale;flat;16;25;1;32.3;7665952;;;к1.25.2;Внуково;Одинцово-1
Вектор;developer;https://odintsovo.cian.ru/sale/flat/305609607/;Одинцово;sale;flat;17;25;2;65.0;13874000;;;;Одинцово;Союзный ЖК
Астенс;real_estate_agent;https://odintsovo.cian.ru/sale/flat/300108896/;Одинцово;sale;flat;24;25;1;19.8;5800000;; Рябиновая;5;Внуково;Одинцово-1
Вектор;developer;https://odintsovo.cian.ru/sale/flat/305609497/;Одинцово;sale;flat;3;19;2;85.0;14500000;;;;Одинцово;Союзный ЖК
ПИК;developer;https://odintsovo.cian.ru/sale/flat/304453744/;Одинцово;sale;flat;20;22;1;24.4;5477848;;;к1.27.2;Внуково;Одинцово-1
ОГРК;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307084296/;Одинцово;sale;flat;2;25;1;30.5;5999999;;;к2;Одинцово;Союзный ЖК
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/304074071/;Одинцово;sale;flat;24;25;2;43.82;11086469;;;1;Баковка;Одинград. Семейный квартал
Елена Шамис;realtor;https://odintsovo.cian.ru/sale/flat/308556170/;Одинцово;sale;flat;4;5;1;32.0;5900000;; Маршала Бирюзова;20;Одинцово;
ГОРОДА;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305689337/;Одинцово;sale;flat;20;20;1;31.3;8300000;;Северная ;5к4;Одинцово;Одинбург
Самолет Плюс Москва ЦАО;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307391345/;Одинцово;sale;flat;5;5;1;33.5;6900000;;Можайское шоссе;92;Баковка;
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/299563462/;Одинцово;sale;flat;2;24;1;35.93;;;;;Одинцово;Одинбург
ИНКОМ-Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307104909/;Одинцово;sale;flat;18;20;1;37.1;7500000;; Чистяковой;42;Сколково;
Самолет Плюс Москва;real_estate_agent;https://odintsovo.cian.ru/sale/flat/303886268/;Одинцово;sale;flat;16;27;1;33.5;8300000;; Сколковская;3А;Сколково;Сколковский
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/299138349/;Одинцово;sale;flat;3;24;1;49.92;;;;;Одинцово;Одинбург ЖК
Контис-с;real_estate_agent;https://odintsovo.cian.ru/sale/flat/296940555/;Одинцово;sale;flat;3;4;3;94.0;9900000;; Верхне-Пролетарская;27;Одинцово;
ЖСС Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/304863873/;Одинцово;sale;flat;5;5;3;55.0;7700000;;Можайское шоссе;9;Одинцово;
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/308823800/;Одинцово;sale;flat;9;24;2;37.67;10943480;;;6;Одинцово;Одинград квартал Семейный ЖК
Доступная Недвижимость. 8 отдел;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308893817/;Одинцово;sale;flat;10;17;2;40.1;7800000;; Маршала Жукова;36;Одинцово;
Татьяна Домнина;realtor;https://odintsovo.cian.ru/sale/flat/303865963/;Одинцово;sale;flat;9;9;1;34.0;7400000;;Можайское шоссе;32;Одинцово;
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/301789521/;Одинцово;sale;flat;6;24;1;38.22;;;;;Одинцово;Одинбург
Павлина  Узденова;realtor;https://odintsovo.cian.ru/sale/flat/278743547/;Одинцово;sale;flat;4;9;2;44.9;7300000;;Можайское шоссе;49;Одинцово;
ЕГСН Продажа;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305508793/;Одинцово;sale;flat;9;9;3;55.1;9100000;;Вокзальная ;7;Одинцово;
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/306532982/;Одинцово;sale;flat;23;25;1;38.14;9405958;;;1;Баковка;Одинград. Семейный квартал
M-PROPERTY moscow property;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308831373/;Одинцово;sale;flat;20;25;1;33.0;8750000;; Каштановая;10;Внуково;Одинцово-1
ПИК;developer;https://odintsovo.cian.ru/sale/flat/303967644/;Одинцово;sale;flat;21;25;2;46.1;10070867;;;1.26.2;Внуково;Одинцово-1
ИНКОМ-Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308099236/;Одинцово;sale;flat;6;25;1;36.4;8000000;; Каштановая;6;Внуково;Одинцово-1
Самолет плюс Одинцово;real_estate_agent;https://odintsovo.cian.ru/sale/flat/304108372/;Одинцово;sale;flat;6;16;2;38.5;7850000;; Рябиновая;7;Внуково;Одинцово-1
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/298350918/;Одинцово;sale;flat;8;22;3;78.27;;;;;Одинцово;Одинбург ЖК
ГОРОБМЕН;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308552230/;Одинцово;sale;flat;9;24;1;40.0;8300000;; Чистяковой;62;Сколково;
Магазин квартир;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308359701/;Одинцово;sale;flat;9;22;1;48.0;8200000;; Белорусская;10;Одинцово;Одинцовский Парк
Вектор;developer;https://odintsovo.cian.ru/sale/flat/305609588/;Одинцово;sale;flat;2;19;2;66.2;12611000;;;;Одинцово;Союзный ЖК
Монолит Столица;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306604293/;Одинцово;sale;flat;5;25;1;38.3;8100000;; Рябиновая;5;Внуково;Одинцово-1
Виталий Кудрявцев;realtor;https://odintsovo.cian.ru/sale/flat/301545039/;Одинцово;sale;flat;11;12;1;35.0;6950000;; Маршала Бирюзова;28;Одинцово;
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/308320892/;Одинцово;sale;flat;15;24;1;26.83;7665589;;;4;Одинцово;Одинград. Семейный квартал
Елена Костина;realtor;https://odintsovo.cian.ru/sale/flat/300890369/;Одинцово;sale;flat;15;26;1;28.8;7500000;Минское;Рублевское шоссе;1;Одинцово;
Елена Дыльнова;realtor;https://odintsovo.cian.ru/sale/flat/270538290/;Одинцово;sale;flat;17;20;2;69.0;10000000;; Белорусская;10;Одинцово;Одинцовский Парк
ЖСС Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/303065187/;Одинцово;sale;flat;4;17;2;52.0;9999000;;бульвар Маршала Крылова;4;Баковка;
Сергей Алексеев;realtor;https://odintsovo.cian.ru/sale/flat/303882152/;Одинцово;sale;flat;4;5;3;59.3;9100000;;Можайское шоссе;106;Баковка;
Vysotsky Estate;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307260346/;Одинцово;sale;flat;8;14;1;38.2;7000000;;Северная ;12;Одинцово;
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/308938571/;Одинцово;sale;flat;2;24;1;36.78;9932807;;;;Одинцово;Одинбург
ИНКОМ-Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/302309290/;Одинцово;sale;flat;2;23;1;43.5;8840000;; Маковского;16;Одинцово;
Доступная Недвижимость Офис Сретенский;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307575737/;Одинцово;sale;flat;10;17;-1;40.3;2800000;; Маршала Жукова;36;Одинцово;
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/308938588/;Одинцово;sale;flat;22;24;1;33.22;9595763;;;;Одинцово;Одинбург
Никита Шмелев;realtor;https://odintsovo.cian.ru/sale/flat/296213057/;Одинцово;sale;flat;2;5;1;31.5;6700000;; Маршала Жукова;2;Одинцово;
Виталий Кудрявцев;realtor;https://odintsovo.cian.ru/sale/flat/305942621/;Одинцово;sale;flat;8;12;2;38.0;7175000;;Вокзальная ;13;Одинцово;
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/308938413/;Одинцово;sale;flat;14;24;1;32.22;;;;;Одинцово;Одинбург
Дом сервис плюс;real_estate_agent;https://odintsovo.cian.ru/sale/flat/299282882/;Одинцово;sale;flat;1;5;1;28.8;6100000;;Можайское шоссе;1;Одинцово;
Леонид Доллен;realtor;https://odintsovo.cian.ru/sale/flat/307728981/;Одинцово;sale;flat;18;25;1;40.0;8200000;; Чистяковой;6;Сколково;
Гаяна Мелконян;realtor;https://odintsovo.cian.ru/sale/flat/306817902/;Одинцово;sale;flat;10;12;2;54.0;8200000;;Молодежная ;7;Одинцово;
Миэль офис в Одинцово;real_estate_agent;https://odintsovo.cian.ru/sale/flat/301759583/;Одинцово;sale;flat;17;19;1;46.0;9400000;;Глазынинская ;26;Одинцово;Одинцово, мкр. 8
INGRAD;developer;https://odintsovo.cian.ru/sale/flat/307881099/;Одинцово;sale;flat;14;24;1;37.7;10517221;;;6;Одинцово;Одинград квартал Семейный ЖК
Светлана Сергеева;realtor;https://odintsovo.cian.ru/sale/flat/305881189/;Одинцово;sale;flat;3;14;2;51.7;9000000;;Можайское шоссе;63;Одинцово;
ИНКОМ-Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308566255/;Одинцово;sale;flat;11;24;1;44.5;8900000;; Чистяковой;62;Сколково;
ИНКОМ-Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/299740515/;Одинцово;sale;flat;24;25;1;32.0;7900000;; Сколковская;5А;Сколково;Сколковский
Ираклий Табагари;realtor;https://odintsovo.cian.ru/sale/flat/306695527/;Одинцово;sale;flat;4;5;3;54.9;7900000;; Маршала Жукова;17;Одинцово;
Олеся Джанкезова;realtor;https://odintsovo.cian.ru/sale/flat/304726686/;Одинцово;sale;flat;20;25;1;25.6;6500000;; Каштановая;7;Внуково;Одинцово-1
ПИК;developer;https://odintsovo.cian.ru/sale/flat/304453740/;Одинцово;sale;flat;16;16;1;20.8;4953998;;;1.26.1;Внуково;Одинцово-1
Милитина Шмелева;realtor;https://odintsovo.cian.ru/sale/flat/306537851/;Одинцово;sale;flat;1;5;2;44.0;7400000;мкр. 1-й;Можайское шоссе;3;;
ЖСС Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308335604/;Одинцово;sale;flat;23;25;1;38.8;7350000;; Маршала Жукова;23Ак1;Одинцово;Микрорайон Центральный
Яна Тамбовская;realtor;https://odintsovo.cian.ru/sale/flat/303597015/;Одинцово;sale;flat;8;24;1;28.0;7400000;;;2;Одинцово;
Этажи Москва;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307290560/;Одинцово;sale;flat;17;24;1;27.7;7400000;;;2;Одинцово;Одинград. Семейный квартал
Азбука Жилья;real_estate_agent;https://odintsovo.cian.ru/sale/flat/302547145/;Одинцово;sale;flat;12;25;1;36.0;7450000;; Белорусская;2;Одинцово;Одинцовский Парк
Никита Шмелев;realtor;https://odintsovo.cian.ru/sale/flat/307364742/;Одинцово;sale;flat;5;28;1;36.0;7500000;;;6;Одинцово;Одинград квартал Семейный ЖК
Зеленый дом;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308572602/;Одинцово;sale;flat;21;22;1;30.4;7500000;; Белорусская;9;Одинцово;Одинцовский Парк
Алексей Зубинов;realtor;https://odintsovo.cian.ru/sale/flat/304003351/;Одинцово;sale;flat;2;18;1;43.9;7500000;; Чистяковой;76;Сколково;
Алексей Зубинов;realtor;https://odintsovo.cian.ru/sale/flat/304041260/;Одинцово;sale;flat;12;25;1;36.7;7500000;;;1;Одинцово;
Мария Иванова;realtor;https://odintsovo.cian.ru/sale/flat/306679078/;Одинцово;sale;flat;4;9;1;33.0;7500000;; Маршала Жукова;27;Одинцово;
EuroDoma;real_estate_agent;https://odintsovo.cian.ru/sale/flat/297587600/;Одинцово;sale;flat;16;25;1;39.0;7500000;;;;Одинцово;Микрорайон Центральный
Ирина Шугаева;realtor;https://odintsovo.cian.ru/sale/flat/306480688/;Одинцово;sale;flat;20;25;1;34.7;7500000;;;10;Одинцово;Одинград. Семейный квартал
Est-a-Tet – Вторичная недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308694068/;Одинцово;sale;flat;15;18;2;35.0;7500000;;;1.3;Внуково;Каштановая Роща ЖК
АЯКС;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306936245/;Одинцово;sale;flat;19;24;2;41.55;7500000;;Западная ;10;Одинцово;Одинград. Семейный квартал
CENTURY 21 Столичная недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307945515/;Одинцово;sale;flat;9;24;1;24.0;7500000;;;4;Одинцово;
Астенс;real_estate_agent;https://odintsovo.cian.ru/sale/flat/302599056/;Одинцово;sale;flat;19;24;1;30.3;7600000;;Северная ;5к4;Одинцово;Одинбург
РОСБАНК;real_estate_agent;https://odintsovo.cian.ru/sale/flat/304859262/;Одинцово;sale;flat;2;18;1;42.5;7700000;; Чистяковой;76;Сколково;
Артем Тугумов;realtor;https://odintsovo.cian.ru/sale/flat/307371554/;Одинцово;sale;flat;13;16;1;38.0;7700000;;бульвар Маршала Крылова;4;Баковка;
ЖСС Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/303065165/;Одинцово;sale;flat;7;17;1;40.8;7700000;; Триумфальная;7;Одинцово;Гусарская баллада
Чеховский Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306898652/;Одинцово;sale;flat;14;21;1;42.4;8100000;; Сколковская;9Б;Сколково;Сколковский
Павел Журавлев;realtor;https://odintsovo.cian.ru/sale/flat/306576742/;Одинцово;sale;flat;4;12;2;51.2;8200000;;Можайское шоссе;129;Одинцово;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307778594/;Одинцово;sale;flat;10;24;1;41.0;8190000;; Чистяковой;16;Сколково;
ОГРК;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306555714/;Одинцово;sale;flat;22;24;2;56.0;8240000;; Чистяковой;67;Сколково;
Владис;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308450317/;Одинцово;sale;flat;3;25;1;40.0;8150000;;Северная ;5к3;Одинцово;Одинбург
Мария Еремеева;realtor;https://odintsovo.cian.ru/sale/flat/301230461/;Одинцово;sale;flat;13;26;1;37.0;8200000;; Кутузовская;72В;Сколково;
ЖСС Недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/303252632/;Одинцово;sale;flat;5;5;3;61.1;8200000;; Маршала Жукова;10;Одинцово;
EstateLiga;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305409612/;Одинцово;sale;flat;17;26;1;44.0;8200000;; Сколковская;9Б;Сколково;Сколковский
ЭТАЖИ Подольск;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307717284/;Одинцово;sale;flat;2;19;1;44.7;8200000;; Кутузовская;25;Сколково;
Виталий Кудрявцев;realtor;https://odintsovo.cian.ru/sale/flat/306979445/;Одинцово;sale;flat;17;25;1;34.2;8200000;; Рябиновая;3к1;Внуково;Одинцово-1
Светлана Бирюкова;realtor;https://odintsovo.cian.ru/sale/flat/307680771/;Одинцово;sale;flat;9;9;1;32.6;8200000;;Новоспортивная ;24;Одинцово;
Светлана Штырняева;realtor;https://odintsovo.cian.ru/sale/flat/308302271/;Одинцово;sale;flat;15;22;1;44.0;8200000;мкр. Новая Трехгорка; Чистяковой;65;;Новая Трехгорка
Мария Бархударян;realtor;https://odintsovo.cian.ru/sale/flat/302560771/;Одинцово;sale;flat;3;24;1;44.7;8150000;; Чистяковой;65;Сколково;Новая Трехгорка
ИП Самарская М. И.;real_estate_agent;https://odintsovo.cian.ru/sale/flat/301383735/;Одинцово;sale;flat;7;25;2;51.76;8250000;;;1;Одинцово;
Лидер-Estate;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306574177/;Одинцово;sale;flat;6;24;2;45.0;8250000;; Кутузовская;15;Сколково;
Этажи Москва;real_estate_agent;https://odintsovo.cian.ru/sale/flat/303251828/;Одинцово;sale;flat;15;20;1;37.3;8300000;; Белорусская;10;Одинцово;Одинцовский Парк
Константин Никитин;realtor;https://odintsovo.cian.ru/sale/flat/303711137/;Одинцово;sale;flat;24;24;1;43.0;8300000;; Чистяковой;16;Сколково;
ПРЕМЬЕР;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305125114/;Одинцово;sale;flat;22;22;2;55.6;8399000;; Чистяковой;67;Сколково;Новая Трехгорка
ОГРК;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308585946/;Одинцово;sale;flat;16;24;1;32.3;8300000;;Северная ;5к4;Одинцово;Одинбург
На Яузе;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308556775/;Одинцово;sale;flat;11;12;2;50.8;8300000;;Можайское шоссе;127;Одинцово;
Владис;real_estate_agent;https://odintsovo.cian.ru/sale/flat/306234744/;Одинцово;sale;flat;14;22;1;48.5;8300000;; Белорусская;6;Одинцово;Одинцовский Парк
Подмосковные вечера;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307045540/;Одинцово;sale;flat;2;9;1;30.3;8600000;;Вокзальная ;33;Одинцово;
Ирина Тинаева;realtor;https://odintsovo.cian.ru/sale/flat/308854067/;Одинцово;sale;flat;4;22;1;35.1;8600000;; Сколковская;3Б;Сколково;Сколковский
Простор-недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/304825095/;Одинцово;sale;flat;10;24;1;38.7;8550000;;;6;Одинцово;Одинград квартал Семейный ЖК
WHITE BROKER;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308354992/;Одинцово;sale;flat;12;14;1;34.5;8730000;;Северная ;26;Одинцово;
ГОРОБМЕН;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307460924/;Одинцово;sale;flat;5;15;1;41.6;8700000;; Гвардейская;9;Одинцово;Гусарская баллада
Простор-недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/304594269/;Одинцово;sale;flat;17;24;2;37.67;8699999;;;6;Одинцово;Одинград квартал Семейный ЖК
Дом  Маркет;real_estate_agent;https://odintsovo.cian.ru/sale/flat/301220050/;Одинцово;sale;flat;1;12;2;51.0;8700000;;Молодежная ;5;Одинцово;
Мария Горичева;realtor;https://odintsovo.cian.ru/sale/flat/306217119/;Одинцово;sale;flat;8;27;1;39.0;8700000;; Сколковская;1Г;Сколково;Сколковский
ОГРК;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308693248/;Одинцово;sale;flat;19;25;1;38.0;8790000;; Сколковская;3А;Сколково;Сколковский
ЭТАЖИ Подольск;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308473066/;Одинцово;sale;flat;15;27;1;40.0;8790000;; Сколковская;3А;Сколково;Сколковский
Максим Жигалов;realtor;https://odintsovo.cian.ru/sale/flat/305981879/;Одинцово;sale;flat;11;25;1;40.0;8800000;; Чистяковой;40;Сколково;
ФлэтХоумПро;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308235199/;Одинцово;sale;flat;20;22;2;66.3;8800000;; Чистяковой;65;Сколково;Новая Трехгорка
Манхэттен эстейт;real_estate_agent;https://odintsovo.cian.ru/sale/flat/307815248/;Одинцово;sale;flat;13;25;1;32.2;8800000;;Северная ;5к3;Одинцово;Одинбург
Анна Гаджиева;realtor;https://odintsovo.cian.ru/sale/flat/308862752/;Одинцово;sale;flat;7;20;2;46.0;8800000;; Белорусская;3;Одинцово;Одинцовский Парк
Самолет плюс Одинцово;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308014262/;Одинцово;sale;flat;19;25;1;38.2;8800000;; Рябиновая;1к1;Внуково;Одинцово-1
Любовь Рублева;realtor;https://odintsovo.cian.ru/sale/flat/209983265/;Одинцово;sale;flat;5;5;2;48.0;8800000;мкр. 6-й;Можайское шоссе;108;;
Est-a-Tet – Вторичная недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308014309/;Одинцово;sale;flat;25;25;1;41.8;8850000;;Вокзальная ;31А;Одинцово;Сердце Одинцово
Ирина Шугаева;realtor;https://odintsovo.cian.ru/sale/flat/306481188/;Одинцово;sale;flat;20;25;1;34.7;8800000;;;3;Одинцово;Одинград. Семейный квартал
CENTURY 21 Столичная недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305670762/;Одинцово;sale;flat;23;24;1;46.5;8990000;; Чистяковой;48;Сколково;
Вита-Риэлти;real_estate_agent;https://odintsovo.cian.ru/sale/flat/302628441/;Одинцово;sale;flat;19;25;1;45.2;8900000;; Чистяковой;40;Сколково;
Александр Насилевский;realtor;https://odintsovo.cian.ru/sale/flat/307181634/;Одинцово;sale;flat;20;22;2;55.6;8950000;; Чистяковой;84;Сколково;
ОГРК;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305954658/;Одинцово;sale;flat;6;24;1;44.5;8900000;; Чистяковой;40;Сколково;
Манхэттен эстейт;real_estate_agent;https://odintsovo.cian.ru/sale/flat/298662800/;Одинцово;sale;flat;20;22;1;39.0;8950000;; Маковского;28;Одинцово;Союзный
ОГРК;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308341165/;Одинцово;sale;flat;15;18;1;46.3;8900000;; Белорусская;10;Одинцово;Одинцовский Парк
Алексей Авдюшин;realtor;https://odintsovo.cian.ru/sale/flat/307588919/;Одинцово;sale;flat;24;26;1;32.2;8999999;; Сколковская;9А;Сколково;Сколковский
Ключи;real_estate_agent;https://odintsovo.cian.ru/sale/flat/304896742/;Одинцово;sale;flat;4;15;2;39.5;8900000;; Рябиновая;7;Внуково;Одинцово-1
Est-a-Tet – Вторичная недвижимость;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308014081/;Одинцово;sale;flat;25;25;1;42.5;8999000;;Вокзальная ;31А;Одинцово;Сердце Одинцово
НДВ;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308830721/;Одинцово;sale;flat;15;18;1;46.3;8900000;; Белорусская;10;Одинцово;Одинцовский Парк
Давид Багаутдинов;realtor;https://odintsovo.cian.ru/sale/flat/307153057/;Одинцово;sale;flat;7;24;1;42.0;8990000;; Сколковская;3В;Сколково;Сколковский
Елена Костина;realtor;https://odintsovo.cian.ru/sale/flat/300422499/;Одинцово;sale;flat;21;27;1;38.6;8900000;; Маковского;26;Одинцово;Союзный
Елена Костина;realtor;https://odintsovo.cian.ru/sale/flat/302732113/;Одинцово;sale;flat;4;9;2;50.6;8900000;;Северная ;62;Одинцово;
Ирада Кадиева;realtor;https://odintsovo.cian.ru/sale/flat/302867257/;Одинцово;sale;flat;12;26;1;38.8;8900000;;Северная ;11;Одинцово;Одинбург
