author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ID 86488655;homeowner;https://mytishchi.cian.ru/sale/flat/308495135/;Мытищи;sale;flat;11;20;1;43.4;8950000;; Колпакова;10;Медведково;Комфортный КВАРТАЛ
Инвест груп;developer;https://mytishchi.cian.ru/sale/flat/284151522/;Мытищи;sale;flat;6;25;2;53.03;11891671;;;;Медведково;Кит 2 ЖК
ID 21619422;unknown;https://mytishchi.cian.ru/sale/flat/303952572/;Мытищи;sale;flat;4;6;2;55.0;9200000;;бульвар Тенистый;12;Медведково;Императорские Мытищи
Инвест груп;developer;https://mytishchi.cian.ru/sale/flat/295398468/;Мытищи;sale;flat;9;25;1;38.76;9230765;;;;Медведково;Кит 2 ЖК
ПИК;developer;https://mytishchi.cian.ru/sale/flat/306204750/;Мытищи;sale;flat;9;25;2;48.7;10551342;;;16.1;Медведково;Ярославский
Самолет Плюс Мытищи;real_estate_agent;https://mytishchi.cian.ru/sale/flat/307821545/;Мытищи;sale;flat;2;9;3;59.2;9550000;;Летная ;38к2;Медведково;
ПИК;developer;https://mytishchi.cian.ru/sale/flat/306205028/;Мытищи;sale;flat;17;25;2;56.1;12355912;;;16.2;Медведково;Ярославский
ID 21619422;unknown;https://mytishchi.cian.ru/sale/flat/303642963/;Мытищи;sale;flat;5;7;2;52.0;9900000;;бульвар Тенистый;19;Медведково;Императорские Мытищи
ПИК;developer;https://mytishchi.cian.ru/sale/flat/306940238/;Мытищи;sale;flat;11;25;1;34.0;6193440;;;;Ростокино;Ярославский квартал ЖК
ID 90885892;homeowner;https://mytishchi.cian.ru/sale/flat/307854064/;Мытищи;sale;flat;5;14;2;59.3;9950000;;Индустриальная ;7к3;Медведково;
АРГУМЕНТ;real_estate_agent;https://mytishchi.cian.ru/sale/flat/306125401/;Мытищи;sale;flat;6;9;1;31.1;5800000;;Летная ;38к2;Медведково;
Нина Коваленко;realtor;https://mytishchi.cian.ru/sale/flat/306838089/;Мытищи;sale;flat;7;9;1;35.0;6300000;;проезд 2-й Щелковский;5к2;Медведково;
Алла Шульга;realtor;https://mytishchi.cian.ru/sale/flat/306884318/;Мытищи;sale;flat;2;5;2;53.0;7200000;;Летная ;16к3;Медведково;
НДВ;real_estate_agent;https://mytishchi.cian.ru/sale/flat/308352618/;Мытищи;sale;flat;5;6;1;47.5;6450000;; Красная Слобода;9;Медведково;Мытищи Lite
Самолет;developer;https://mytishchi.cian.ru/sale/flat/308649614/;Мытищи;sale;flat;17;17;1;37.1;5952388;;;к6;Белокаменная;Мытищи Парк ЖК
Елена Лунёва;realtor;https://mytishchi.cian.ru/sale/flat/306801006/;Мытищи;sale;flat;2;5;3;57.6;6600000;;Силикатная ;33В;Медведково;
Самолет;developer;https://mytishchi.cian.ru/sale/flat/308654342/;Мытищи;sale;flat;20;24;3;61.32;19222969;;;;Медведково;Долина Яузы ЖК
ID 87589395;homeowner;https://mytishchi.cian.ru/sale/flat/308072603/;Мытищи;sale;flat;3;6;1;25.9;5450000;;бульвар Тенистый;6;Медведково;Императорские Мытищи
Владислав Каплин;realtor;https://mytishchi.cian.ru/sale/flat/303766953/;Мытищи;sale;flat;7;17;1;32.0;5700000;; Советская;3А;Медведково;
ПИК;developer;https://mytishchi.cian.ru/sale/flat/306205272/;Мытищи;sale;flat;21;25;1;36.1;7505912;;;16.3;Медведково;Ярославский
Градомиръ;real_estate_agent;https://mytishchi.cian.ru/sale/flat/306492317/;Мытищи;sale;flat;4;5;1;30.5;4600000;;Силикатная ;31а;Медведково;
ID 114305714;homeowner;https://mytishchi.cian.ru/sale/flat/299651869/;Мытищи;sale;flat;4;5;1;32.1;5600000;;Новомытищинский проспект;70;Медведково;
ОГРК;real_estate_agent;https://mytishchi.cian.ru/sale/flat/288638824/;Мытищи;sale;flat;3;5;1;29.1;5400000;;Новомытищинский проспект;20;Медведково;
ПИК;developer;https://mytishchi.cian.ru/sale/flat/306204826/;Мытищи;sale;flat;19;25;1;25.5;5693742;;;16.1;Медведково;Ярославский
Светлана Воронцова;realtor;https://mytishchi.cian.ru/sale/flat/307721694/;Мытищи;sale;flat;4;10;1;43.3;6300000;; Тимирязева;4к1;Медведково;Пироговский
НДВ;real_estate_agent;https://mytishchi.cian.ru/sale/flat/296750592/;Мытищи;sale;flat;7;7;-1;25.1;4150000;; Красная Слобода;13;Медведково;Мытищи Lite
ПИК;developer;https://mytishchi.cian.ru/sale/flat/306205110/;Мытищи;sale;flat;4;25;1;36.3;7841380;;;16.2;Медведково;Ярославский
МИЭЛЬ;real_estate_agent;https://mytishchi.cian.ru/sale/flat/308153587/;Мытищи;sale;flat;4;5;1;31.4;5700000;;Индустриальная ;11;Медведково;
ПИК;developer;https://mytishchi.cian.ru/sale/flat/306939524/;Мытищи;sale;flat;16;25;1;40.9;7288543;;;;Ростокино;Ярославский квартал ЖК
Татьяна Вавилова;realtor;https://mytishchi.cian.ru/sale/flat/308242210/;Мытищи;sale;flat;7;14;4;127.0;26200000;; Веры Волошиной;9/24;Медведково;
ИНКОМ-Недвижимость;real_estate_agent;https://mytishchi.cian.ru/sale/flat/308111154/;Мытищи;sale;flat;3;5;2;44.0;5200000;; Советская;5;Медведково;
ПИК;developer;https://mytishchi.cian.ru/sale/flat/306980878/;Мытищи;sale;flat;11;25;1;36.2;7646598;;;16.1;Медведково;Ярославский
Светлана Никулина;realtor;https://mytishchi.cian.ru/sale/flat/307812781/;Мытищи;sale;flat;11;20;1;45.0;8990000;;Институтская ;6;Медведково;Комфортный КВАРТАЛ
Василий Синицын;realtor;https://mytishchi.cian.ru/sale/flat/308620920/;Мытищи;sale;flat;2;6;1;22.3;5100000;;бульвар Тенистый;9;Медведково;Императорские Мытищи
Страна Девелопмент;developer;https://mytishchi.cian.ru/sale/flat/304570589/;Мытищи;sale;flat;14;25;3;57.65;13880000;;;;Медведково;Страна.Парковая ЖК
Алина Николаева;realtor;https://mytishchi.cian.ru/sale/flat/308942834/;Мытищи;sale;flat;12;14;2;65.0;13000000;; Мира;35;Медведково;Ярославский
Анна Белкина;realtor;https://mytishchi.cian.ru/sale/flat/308442120/;Мытищи;sale;flat;5;17;1;31.1;4800000;; Советская;3А;Медведково;
Страна Девелопмент;developer;https://mytishchi.cian.ru/sale/flat/304570273/;Мытищи;sale;flat;11;25;3;60.58;14410000;;;;Медведково;Страна.Парковая ЖК
Сергей Синицын;realtor;https://mytishchi.cian.ru/sale/flat/308902781/;Мытищи;sale;flat;10;17;1;32.0;7700000;;переулок 1-й Стрелковый;3;Медведково;Мытищи Парк
ИНКОМ-Недвижимость;real_estate_agent;https://mytishchi.cian.ru/sale/flat/306372000/;Мытищи;sale;flat;12;17;1;23.2;5000000;; Стрельбище Динамо;10;Медведково;Мытищи Парк
ПИК;developer;https://mytishchi.cian.ru/sale/flat/306205353/;Мытищи;sale;flat;21;25;2;46.2;9580401;;;16.3;Медведково;Ярославский
Российское Деловое Агентство;real_estate_agent;https://mytishchi.cian.ru/sale/flat/308926112/;Мытищи;sale;flat;15;27;3;97.0;22000000;; Борисовка;18;Медведково;Ярославский
Надежда Половнева;realtor;https://mytishchi.cian.ru/sale/flat/305499319/;Мытищи;sale;flat;3;5;1;29.0;5500000;;Новомытищинский проспект;47к3;Медведково;
ПИК;developer;https://mytishchi.cian.ru/sale/flat/308126060/;Мытищи;sale;flat;23;24;1;33.9;7722148;;;6;Медведково;Яуза Парк ЖК
Екатерина Юлаева;realtor;https://mytishchi.cian.ru/sale/flat/307270168/;Мытищи;sale;flat;2;9;1;31.5;6000000;;Летная ;32к2;Медведково;
ID 19508;real_estate_agent;https://mytishchi.cian.ru/sale/flat/308871730/;Мытищи;sale;flat;10;17;1;42.0;5800000;; Фабричная;11А;Медведково;
ПИК;developer;https://mytishchi.cian.ru/sale/flat/303512857/;Мытищи;sale;flat;24;24;2;51.2;10113228;;;6;Медведково;Яуза Парк ЖК
Павел Казаков;realtor;https://mytishchi.cian.ru/sale/flat/306887125/;Мытищи;sale;flat;2;4;1;32.2;5450000;;Новомытищинский проспект;28;Медведково;
ПИК;developer;https://mytishchi.cian.ru/sale/flat/303513507/;Мытищи;sale;flat;15;25;3;86.0;17612112;;;2;Медведково;Яуза Парк ЖК
ID 96230262;homeowner;https://mytishchi.cian.ru/sale/flat/297496457/;Мытищи;sale;flat;19;25;2;66.4;12700000;;Юбилейная ;28;Медведково;
Марина Федяева;realtor;https://mytishchi.cian.ru/sale/flat/302784676/;Мытищи;sale;flat;1;6;1;41.0;6700000;; Красная Слобода;11;Медведково;Мытищи Lite
INGRAD;developer;https://mytishchi.cian.ru/sale/flat/305892524/;Мытищи;sale;flat;11;18;4;80.3;18077023;;;;Медведково;Новое Медведково ЖК
ID 10993009;homeowner;https://mytishchi.cian.ru/sale/flat/276071782/;Мытищи;sale;flat;13;17;1;25.0;6950000;;проспект Астрахова;7;Медведково;Лидер Парк
Самолет;developer;https://mytishchi.cian.ru/sale/flat/308649648/;Мытищи;sale;flat;2;15;1;22.81;4235285;;;к6;Белокаменная;Мытищи Парк ЖК
ПИК;developer;https://mytishchi.cian.ru/sale/flat/303514275/;Мытищи;sale;flat;14;24;1;32.5;8105890;;;5;Медведково;Яуза Парк ЖК
ID 12849145;homeowner;https://mytishchi.cian.ru/sale/flat/290166956/;Мытищи;sale;flat;7;15;-1;22.7;4580000;; Колпакова;44;Медведково;
Самолет Плюс Мытищи;real_estate_agent;https://mytishchi.cian.ru/sale/flat/307399408/;Мытищи;sale;flat;2;7;1;22.1;3950000;;бульвар Тенистый;6;Медведково;Императорские Мытищи
ПИК;developer;https://mytishchi.cian.ru/sale/flat/303512895/;Мытищи;sale;flat;24;24;2;49.7;10251320;;;6;Медведково;Яуза Парк ЖК
ID 100621020;homeowner;https://mytishchi.cian.ru/sale/flat/307251897/;Мытищи;sale;flat;9;18;2;56.4;12100000;;;к42;Медведково;Новое Медведково ЖК
Самолет Плюс;real_estate_agent;https://mytishchi.cian.ru/sale/flat/305336832/;Мытищи;sale;flat;5;5;2;42.8;6500000;;Олимпийский проспект;15к7;Медведково;
INGRAD;developer;https://mytishchi.cian.ru/sale/flat/305804881/;Мытищи;sale;flat;15;17;2;45.8;11043711;;проспект Астрахова;14Б;Медведково;Новое Медведково
Наталия  Акименко;realtor;https://mytishchi.cian.ru/sale/flat/304139980/;Мытищи;sale;flat;4;7;1;23.0;3850000;;бульвар Тенистый;9;Медведково;Императорские Мытищи
Самолет Плюс Мытищи;real_estate_agent;https://mytishchi.cian.ru/sale/flat/306225751/;Мытищи;sale;flat;9;9;1;28.4;6499000;;Шараповская ;2к1;Медведково;
INGRAD;developer;https://mytishchi.cian.ru/sale/flat/304078922/;Мытищи;sale;flat;16;17;2;49.1;13203167;;;к35;Медведково;Новое Медведково ЖК
Татьяна Кузнецова;realtor;https://mytishchi.cian.ru/sale/flat/301938681/;Мытищи;sale;flat;3;5;2;42.0;6100000;;Новомытищинский проспект;31к2;Медведково;
ЕГСН Продажа;real_estate_agent;https://mytishchi.cian.ru/sale/flat/302386558/;Мытищи;sale;flat;2;5;1;31.5;5500000;; Крупской;5а;Медведково;
ПИК;developer;https://mytishchi.cian.ru/sale/flat/305376481/;Мытищи;sale;flat;11;24;2;58.3;12035918;;;5;Медведково;Яуза Парк ЖК
Мария Язвенко;realtor;https://mytishchi.cian.ru/sale/flat/290172896/;Мытищи;sale;flat;14;17;1;51.7;7300000;; Сазонова;5;Медведково;Пироговский
ИНКОМ-Недвижимость;real_estate_agent;https://mytishchi.cian.ru/sale/flat/308254170/;Мытищи;sale;flat;3;10;1;40.4;6000000;; Тимирязева;14;Медведково;
INGRAD;developer;https://mytishchi.cian.ru/sale/flat/304075822/;Мытищи;sale;flat;4;20;2;40.6;9743383;;;;Медведково;Белый Grad ЖК
Татьяна Карелова;realtor;https://mytishchi.cian.ru/sale/flat/280760667/;Мытищи;sale;flat;5;5;2;39.6;6300000;12;Новомытищинский проспект;47к3;;
VALLI Недвижимость;real_estate_agent;https://mytishchi.cian.ru/sale/flat/303679700/;Мытищи;sale;flat;5;14;1;33.5;6800000;; Сукромка;21;Медведково;
INGRAD;developer;https://mytishchi.cian.ru/sale/flat/304076172/;Мытищи;sale;flat;8;12;2;51.6;10281766;;;к11.2;Медведково;Белый Grad ЖК
ЛЮБИМЫЙ ГОРОД;real_estate_agent;https://mytishchi.cian.ru/sale/flat/308885843/;Мытищи;sale;flat;2;3;-1;15.3;3380000;;проезд № 4530;1;Медведково;
Акрополь;real_estate_agent;https://mytishchi.cian.ru/sale/flat/307396944/;Мытищи;sale;flat;11;25;1;25.7;6190000;; Академика Каргина;36Б;Медведково;Отрадный
Инвест груп;developer;https://mytishchi.cian.ru/sale/flat/294039092/;Мытищи;sale;flat;16;25;1;33.99;10293593;;;;Медведково;Кит 2 ЖК
МИЭЛЬ;real_estate_agent;https://mytishchi.cian.ru/sale/flat/308409422/;Мытищи;sale;flat;5;17;1;19.7;4500000;;переулок 1-й Стрелковый;3;Медведково;Мытищи Парк
ПИК;developer;https://mytishchi.cian.ru/sale/flat/306939867/;Мытищи;sale;flat;2;25;2;51.0;9055560;;;;Медведково;Ярославский квартал ЖК
VALLI Недвижимость;real_estate_agent;https://mytishchi.cian.ru/sale/flat/305317955/;Мытищи;sale;flat;1;6;1;20.0;4500000;; Красная Слобода;5;Медведково;Мытищи Lite
INGRAD;developer;https://mytishchi.cian.ru/sale/flat/304075408/;Мытищи;sale;flat;3;23;2;54.2;10813936;;;к11.3;Медведково;Белый Grad ЖК
VALLI Недвижимость;real_estate_agent;https://mytishchi.cian.ru/sale/flat/305737638/;Мытищи;sale;flat;5;7;1;26.4;4500000;;бульвар Тенистый;5;Медведково;Императорские Мытищи
ПИК;developer;https://mytishchi.cian.ru/sale/flat/303514351/;Мытищи;sale;flat;7;13;1;36.0;8809920;;;к1;Медведково;Яуза Парк ЖК
Кристина Сёмочкина;realtor;https://mytishchi.cian.ru/sale/flat/306127296/;Мытищи;sale;flat;5;7;1;26.7;4550000;;бульвар Тенистый;9;Медведково;Императорские Мытищи
ПИК;developer;https://mytishchi.cian.ru/sale/flat/306204978/;Мытищи;sale;flat;25;25;2;52.2;10987891;;;16.2;Медведково;Ярославский
VALLI Недвижимость;real_estate_agent;https://mytishchi.cian.ru/sale/flat/303215797/;Мытищи;sale;flat;1;7;1;22.5;4610000;;бульвар Тенистый;9;Медведково;Императорские Мытищи
ПИК;developer;https://mytishchi.cian.ru/sale/flat/307882469/;Мытищи;sale;flat;20;25;1;20.0;5072880;;;16.3;Медведково;Ярославский
Инвест груп;developer;https://mytishchi.cian.ru/sale/flat/284151275/;Мытищи;sale;flat;9;25;2;53.91;13823117;;;;Медведково;Кит 2 ЖК
ПИК;developer;https://mytishchi.cian.ru/sale/flat/306205462/;Мытищи;sale;flat;22;25;3;75.8;16471643;;;16.3;Медведково;Ярославский
Самолет Плюс МСК-Север;real_estate_agent;https://mytishchi.cian.ru/sale/flat/305643065/;Мытищи;sale;flat;8;17;1;22.2;4700000;;;к4.1;Медведково;Мытищи Парк ЖК
Самолет;developer;https://mytishchi.cian.ru/sale/flat/308654345/;Мытищи;sale;flat;22;24;2;52.48;15997965;;;;Медведково;Долина Яузы ЖК
EstateLiga;real_estate_agent;https://mytishchi.cian.ru/sale/flat/298340893/;Мытищи;sale;flat;4;6;1;23.0;4750000;;бульвар Тенистый;9;Медведково;Императорские Мытищи
Самолет;developer;https://mytishchi.cian.ru/sale/flat/308654292/;Мытищи;sale;flat;13;24;3;81.55;25909508;;;;Медведково;Долина Яузы ЖК
Самолет Плюс Москва;real_estate_agent;https://mytishchi.cian.ru/sale/flat/305465542/;Мытищи;sale;flat;9;17;1;21.9;4800000;;;;Медведково;Мытищи Парк ЖК
